"","dateTime","spotID","readingType","lat","long","NA","NA"
"2349","9/25/2016 02:44","0-2571709","UNLIMITED-TRACK",36.0036,-122.56168,NA,""
"2351","9/25/2016 02:37","0-2571609","UNLIMITED-TRACK",36.0032,-122.56221,NA,""
"2365","9/25/2016 02:12","0-2571709","UNLIMITED-TRACK",36.00168,-122.56339,NA,""
"2366","9/25/2016 02:08","0-2571609","UNLIMITED-TRACK",36.0014,-122.56349,NA,""
"2380","9/25/2016 01:43","0-2571709","UNLIMITED-TRACK",35.99945,-122.56465,NA,""
"2381","9/25/2016 01:38","0-2571609","UNLIMITED-TRACK",35.99903,-122.56485,NA,""
"2394","9/25/2016 01:13","0-2571709","UNLIMITED-TRACK",35.99709,-122.56594,NA,""
"2395","9/25/2016 01:09","0-2571609","UNLIMITED-TRACK",35.99659,-122.56622,NA,""
"2409","9/25/2016 00:43","0-2571709","UNLIMITED-TRACK",35.99438,-122.56729,NA,""
"2410","9/25/2016 00:38","0-2571609","UNLIMITED-TRACK",35.99421,-122.5674,NA,""
"2424","9/25/2016 00:14","0-2571709","UNLIMITED-TRACK",35.99284,-122.56813,NA,""
"2425","9/25/2016 00:09","0-2571609","UNLIMITED-TRACK",35.99286,-122.56807,NA,""
"2440","9/24/2016 23:43","0-2571709","UNLIMITED-TRACK",35.99227,-122.56886,NA,""
"2441","9/24/2016 23:38","0-2571609","UNLIMITED-TRACK",35.99223,-122.56902,NA,""
"2456","9/24/2016 23:13","0-2571709","UNLIMITED-TRACK",35.99177,-122.57014,NA,""
"2457","9/24/2016 23:10","0-2571609","UNLIMITED-TRACK",35.99167,-122.57034,NA,""
"2472","9/24/2016 22:45","0-2571709","UNLIMITED-TRACK",35.99061,-122.57115,NA,""
"2473","9/24/2016 22:41","0-2571609","UNLIMITED-TRACK",35.99038,-122.5713,NA,""
"2488","9/24/2016 22:13","0-2571709","UNLIMITED-TRACK",35.98895,-122.57217,NA,""
"2489","9/24/2016 22:10","0-2571609","UNLIMITED-TRACK",35.98886,-122.5722,NA,""
"2504","9/24/2016 21:43","0-2571709","UNLIMITED-TRACK",35.98779,-122.5726,NA,""
"2505","9/24/2016 21:39","0-2571609","UNLIMITED-TRACK",35.98753,-122.57268,NA,""
"2519","9/24/2016 21:16","0-2571709","UNLIMITED-TRACK",35.98643,-122.57263,NA,""
