"","dateTime","spotID","readingType","lat","long","NA","NA"
"336","9/27/2016 19:34","0-2572490","UNLIMITED-TRACK",33.1833,-120.74837,NA,""
"349","9/27/2016 19:05","0-2572490","UNLIMITED-TRACK",33.18087,-120.74863,NA,""
"363","9/27/2016 18:34","0-2572490","UNLIMITED-TRACK",33.17868,-120.74863,NA,""
"377","9/27/2016 18:05","0-2572490","UNLIMITED-TRACK",33.17702,-120.74821,NA,""
"392","9/27/2016 17:35","0-2572490","UNLIMITED-TRACK",33.17542,-120.748,NA,""
"406","9/27/2016 17:06","0-2572490","UNLIMITED-TRACK",33.17458,-120.74777,NA,""
"420","9/27/2016 16:35","0-2572490","UNLIMITED-TRACK",33.17408,-120.74782,NA,""
"437","9/27/2016 16:06","0-2572490","UNLIMITED-TRACK",33.17392,-120.74808,NA,""
"451","9/27/2016 15:36","0-2572490","UNLIMITED-TRACK",33.17409,-120.74908,NA,""
"468","9/27/2016 15:06","0-2572490","UNLIMITED-TRACK",33.17458,-120.7505,NA,""
"484","9/27/2016 14:36","0-2572490","UNLIMITED-TRACK",33.17532,-120.75247,NA,""
"500","9/27/2016 14:07","0-2572490","UNLIMITED-TRACK",33.17641,-120.75496,NA,""
"518","9/27/2016 13:36","0-2572490","UNLIMITED-TRACK",33.17779,-120.7576,NA,""
"532","9/27/2016 13:07","0-2572490","UNLIMITED-TRACK",33.17883,-120.76099,NA,""
"548","9/27/2016 12:37","0-2572490","UNLIMITED-TRACK",33.17972,-120.76469,NA,""
"563","9/27/2016 12:07","0-2572490","UNLIMITED-TRACK",33.18029,-120.7682,NA,""
"578","9/27/2016 11:36","0-2572490","UNLIMITED-TRACK",33.18013,-120.77206,NA,""
"592","9/27/2016 11:07","0-2572490","UNLIMITED-TRACK",33.17994,-120.77583,NA,""
"607","9/27/2016 10:36","0-2572490","UNLIMITED-TRACK",33.17976,-120.78024,NA,""
"622","9/27/2016 10:07","0-2572490","UNLIMITED-TRACK",33.17924,-120.78442,NA,""
"637","9/27/2016 09:37","0-2572490","UNLIMITED-TRACK",33.17849,-120.78877,NA,""
"652","9/27/2016 09:08","0-2572490","UNLIMITED-TRACK",33.17726,-120.79347,NA,""
"667","9/27/2016 08:38","0-2572490","UNLIMITED-TRACK",33.17569,-120.79817,NA,""
"682","9/27/2016 08:08","0-2572490","UNLIMITED-TRACK",33.17371,-120.80229,NA,""
"697","9/27/2016 07:39","0-2572490","UNLIMITED-TRACK",33.17135,-120.80583,NA,""
"713","9/27/2016 07:08","0-2572490","UNLIMITED-TRACK",33.16853,-120.80927,NA,""
"726","9/27/2016 06:38","0-2572490","UNLIMITED-TRACK",33.16153,-120.80475,NA,""
"742","9/27/2016 06:09","0-2572490","UNLIMITED-TRACK",33.16118,-120.81328,NA,""
"755","9/27/2016 05:38","0-2572490","UNLIMITED-TRACK",33.15746,-120.81412,NA,""
"769","9/27/2016 05:09","0-2572490","UNLIMITED-TRACK",33.1541,-120.81506,NA,""
"788","9/27/2016 04:39","0-2572490","UNLIMITED-TRACK",33.15078,-120.81596,NA,""
"801","9/27/2016 04:10","0-2572490","UNLIMITED-TRACK",33.1482,-120.81619,NA,""
"817","9/27/2016 03:39","0-2572490","UNLIMITED-TRACK",33.14282,-120.81418,NA,""
"832","9/27/2016 03:10","0-2572490","UNLIMITED-TRACK",33.14534,-120.81609,NA,""
"849","9/27/2016 02:39","0-2572490","UNLIMITED-TRACK",33.14423,-120.81627,NA,""
"863","9/27/2016 02:11","0-2572490","UNLIMITED-TRACK",33.14378,-120.81685,NA,""
"881","9/27/2016 01:40","0-2572490","UNLIMITED-TRACK",33.14382,-120.81772,NA,""
"897","9/27/2016 01:10","0-2572490","UNLIMITED-TRACK",33.14443,-120.81912,NA,""
"913","9/27/2016 00:40","0-2572490","UNLIMITED-TRACK",33.14505,-120.82103,NA,""
"929","9/27/2016 00:10","0-2572490","UNLIMITED-TRACK",33.14569,-120.82289,NA,""
"944","9/26/2016 23:40","0-2572490","UNLIMITED-TRACK",33.14657,-120.82542,NA,""
"960","9/26/2016 23:11","0-2572490","UNLIMITED-TRACK",33.1475,-120.82797,NA,""
"977","9/26/2016 22:40","0-2572490","UNLIMITED-TRACK",33.14845,-120.8304,NA,""
"992","9/26/2016 22:11","0-2572490","UNLIMITED-TRACK",33.14933,-120.83286,NA,""
"1008","9/26/2016 21:40","0-2572490","UNLIMITED-TRACK",33.14994,-120.83546,NA,""
"1022","9/26/2016 21:11","0-2572490","UNLIMITED-TRACK",33.15009,-120.83789,NA,""
"1038","9/26/2016 20:41","0-2572490","UNLIMITED-TRACK",33.15005,-120.84047,NA,""
"1052","9/26/2016 20:11","0-2572490","UNLIMITED-TRACK",33.14983,-120.84305,NA,""
