"","dateTime","spotID","readingType","lat","long","NA","NA"
"13684","9/12/2016 05:37","0-2572490","UNLIMITED-TRACK",32.60741,-119.49986,NA,""
"13693","9/12/2016 05:31","0-2574277","UNLIMITED-TRACK",32.60688,-119.50029,NA,""
"13716","9/12/2016 05:09","0-2572490","UNLIMITED-TRACK",32.60509,-119.50151,NA,""
"13729","9/12/2016 04:59","0-2574277","UNLIMITED-TRACK",32.60444,-119.50211,NA,""
"13750","9/12/2016 04:38","0-2572490","UNLIMITED-TRACK",32.60302,-119.5031,NA,""
"13764","9/12/2016 04:29","0-2574277","UNLIMITED-TRACK",32.60254,-119.50348,NA,""
"13782","9/12/2016 04:09","0-2572490","UNLIMITED-TRACK",32.60148,-119.5041,NA,""
"13793","9/12/2016 04:01","0-2574277","UNLIMITED-TRACK",32.60106,-119.50441,NA,""
"13816","9/12/2016 03:38","0-2572490","UNLIMITED-TRACK",32.59996,-119.50516,NA,""
"13830","9/12/2016 03:29","0-2574277","UNLIMITED-TRACK",32.59947,-119.50578,NA,""
"13848","9/12/2016 03:09","0-2572490","UNLIMITED-TRACK",32.59861,-119.50623,NA,""
"13857","9/12/2016 03:01","0-2574277","UNLIMITED-TRACK",32.59815,-119.50716,NA,""
"13881","9/12/2016 02:38","0-2572490","UNLIMITED-TRACK",32.5975,-119.50763,NA,""
"13889","9/12/2016 02:32","0-2574277","UNLIMITED-TRACK",32.59725,-119.50795,NA,""
"13913","9/12/2016 02:09","0-2572490","UNLIMITED-TRACK",32.59667,-119.50896,NA,""
"13927","9/12/2016 01:59","0-2574277","UNLIMITED-TRACK",32.59635,-119.5094,NA,""
"13944","9/12/2016 01:39","0-2572490","UNLIMITED-TRACK",32.59583,-119.51038,NA,""
"13957","9/12/2016 01:29","0-2574277","UNLIMITED-TRACK",32.59562,-119.51077,NA,""
"13975","9/12/2016 01:10","0-2572490","UNLIMITED-TRACK",32.59513,-119.51186,NA,""
"13991","9/12/2016 00:59","0-2574277","UNLIMITED-TRACK",32.59498,-119.51223,NA,""
"14009","9/12/2016 00:39","0-2572490","UNLIMITED-TRACK",32.59451,-119.51376,NA,""
"14022","9/12/2016 00:30","0-2574277","UNLIMITED-TRACK",32.59428,-119.5143,NA,""
"14039","9/12/2016 00:10","0-2572490","UNLIMITED-TRACK",32.59389,-119.51567,NA,""
"14050","9/12/2016 00:01","0-2574277","UNLIMITED-TRACK",32.5937,-119.5162,NA,""
"14074","9/11/2016 23:39","0-2572490","UNLIMITED-TRACK",32.59333,-119.51743,NA,""
"14087","9/11/2016 23:30","0-2574277","UNLIMITED-TRACK",32.5932,-119.5179,NA,""
"14106","9/11/2016 23:10","0-2572490","UNLIMITED-TRACK",32.59272,-119.51927,NA,""
"14118","9/11/2016 23:02","0-2574277","UNLIMITED-TRACK",32.59246,-119.51993,NA,""
"14142","9/11/2016 22:39","0-2572490","UNLIMITED-TRACK",32.59185,-119.52158,NA,""
"14156","9/11/2016 22:30","0-2574277","UNLIMITED-TRACK",32.59156,-119.52223,NA,""
"14173","9/11/2016 22:10","0-2572490","UNLIMITED-TRACK",32.59084,-119.5235,NA,""
"14189","9/11/2016 22:00","0-2574277","UNLIMITED-TRACK",32.5904,-119.52395,NA,""
"14206","9/11/2016 21:40","0-2572490","UNLIMITED-TRACK",32.58934,-119.52538,NA,""
"14215","9/11/2016 21:33","0-2574277","UNLIMITED-TRACK",32.589,-119.52577,NA,""
"14236","9/11/2016 21:11","0-2572490","UNLIMITED-TRACK",32.58784,-119.52708,NA,""
"14252","9/11/2016 21:01","0-2574277","UNLIMITED-TRACK",32.58728,-119.52765,NA,""
"14270","9/11/2016 20:40","0-2572490","UNLIMITED-TRACK",32.58603,-119.52884,NA,""
"14279","9/11/2016 20:33","0-2574277","UNLIMITED-TRACK",32.58548,-119.5292,NA,""
"14303","9/11/2016 20:10","0-2572490","UNLIMITED-TRACK",32.58422,-119.53029,NA,""
"14310","9/11/2016 20:03","0-2574277","UNLIMITED-TRACK",32.58371,-119.53056,NA,""
"14335","9/11/2016 19:40","0-2572490","UNLIMITED-TRACK",32.58207,-119.53163,NA,""
"14349","9/11/2016 19:31","0-2574277","UNLIMITED-TRACK",32.58138,-119.53204,NA,""
"14368","9/11/2016 19:11","0-2572490","UNLIMITED-TRACK",32.58005,-119.53278,NA,""
"14383","9/11/2016 19:01","0-2574277","UNLIMITED-TRACK",32.57935,-119.53311,NA,""
"14402","9/11/2016 18:40","0-2572490","UNLIMITED-TRACK",32.57806,-119.534,NA,""
"14416","9/11/2016 18:31","0-2574277","UNLIMITED-TRACK",32.57769,-119.53419,NA,""
"14434","9/11/2016 18:11","0-2572490","UNLIMITED-TRACK",32.57642,-119.53531,NA,""
"14467","9/11/2016 17:41","0-2572490","UNLIMITED-TRACK",32.57457,-119.53668,NA,""
"14480","9/11/2016 17:32","0-2574277","UNLIMITED-TRACK",32.57399,-119.53708,NA,""
"14498","9/11/2016 17:12","0-2572490","UNLIMITED-TRACK",32.57288,-119.53816,NA,""
"14507","9/11/2016 17:04","0-2574277","UNLIMITED-TRACK",32.57247,-119.53853,NA,""
"14532","9/11/2016 16:41","0-2572490","UNLIMITED-TRACK",32.57136,-119.53987,NA,""
"14545","9/11/2016 16:32","0-2574277","UNLIMITED-TRACK",32.57091,-119.54045,NA,""
"14565","9/11/2016 16:12","0-2572490","UNLIMITED-TRACK",32.57008,-119.54181,NA,""
"14575","9/11/2016 16:04","0-2574277","UNLIMITED-TRACK",32.56976,-119.54236,NA,""
"14597","9/11/2016 15:41","0-2572490","UNLIMITED-TRACK",32.56896,-119.54395,NA,""
"14612","9/11/2016 15:32","0-2574277","UNLIMITED-TRACK",32.56872,-119.54449,NA,""
"14631","9/11/2016 15:12","0-2572490","UNLIMITED-TRACK",32.56818,-119.54576,NA,""
"14641","9/11/2016 15:04","0-2574277","UNLIMITED-TRACK",32.56799,-119.5462,NA,""
"14663","9/11/2016 14:42","0-2572490","UNLIMITED-TRACK",32.56752,-119.54739,NA,""
"14695","9/11/2016 14:12","0-2572490","UNLIMITED-TRACK",32.56673,-119.54898,NA,""
"14708","9/11/2016 14:03","0-2574277","UNLIMITED-TRACK",32.56644,-119.54956,NA,""
"14728","9/11/2016 13:44","0-2572490","UNLIMITED-TRACK",32.56581,-119.55046,NA,""
"14742","9/11/2016 13:33","0-2574277","UNLIMITED-TRACK",32.56541,-119.55076,NA,""
"14761","9/11/2016 13:13","0-2572490","UNLIMITED-TRACK",32.5647,-119.55215,NA,""
"14776","9/11/2016 13:03","0-2574277","UNLIMITED-TRACK",32.5644,-119.55266,NA,""
"14794","9/11/2016 12:42","0-2572490","UNLIMITED-TRACK",32.56369,-119.55386,NA,""
"14808","9/11/2016 12:33","0-2574277","UNLIMITED-TRACK",32.56573,-119.55352,NA,""
"14826","9/11/2016 12:13","0-2572490","UNLIMITED-TRACK",32.56281,-119.55588,NA,""
"14841","9/11/2016 12:03","0-2574277","UNLIMITED-TRACK",32.56251,-119.55661,NA,""
"14859","9/11/2016 11:42","0-2572490","UNLIMITED-TRACK",32.5617,-119.55856,NA,""
"14869","9/11/2016 11:33","0-2574277","UNLIMITED-TRACK",32.56134,-119.55931,NA,""
"14887","9/11/2016 11:13","0-2572490","UNLIMITED-TRACK",32.56039,-119.56119,NA,""
"14898","9/11/2016 11:06","0-2574277","UNLIMITED-TRACK",32.55989,-119.56192,NA,""
"14920","9/11/2016 10:43","0-2572490","UNLIMITED-TRACK",32.5585,-119.56412,NA,""
"14930","9/11/2016 10:35","0-2574277","UNLIMITED-TRACK",32.55799,-119.5648,NA,""
"14951","9/11/2016 10:14","0-2572490","UNLIMITED-TRACK",32.55641,-119.5668,NA,""
"14968","9/11/2016 10:03","0-2574277","UNLIMITED-TRACK",32.55558,-119.56769,NA,""
"14983","9/11/2016 09:44","0-2572490","UNLIMITED-TRACK",32.55399,-119.56918,NA,""
"14997","9/11/2016 09:33","0-2574277","UNLIMITED-TRACK",32.55305,-119.56987,NA,""
