"","dateTime","spotID","readingType","lat","long"
"388","9/3/2016 1:29","0-2571709","UNLIMITED-TRACK",36.05568,-122.70349
"390","9/3/2016 1:01","0-2571709","UNLIMITED-TRACK",36.05584,-122.70335
"391","9/3/2016 1:00","0-2571609","UNLIMITED-TRACK",36.05586,-122.70332
"393","9/3/2016 0:30","0-2571609","UNLIMITED-TRACK",36.05581,-122.7027
"394","9/3/2016 0:27","0-2571709","UNLIMITED-TRACK",36.05582,-122.70264
"397","9/2/2016 23:58","0-2571609","UNLIMITED-TRACK",36.05564,-122.70184
"398","9/2/2016 23:57","0-2571709","UNLIMITED-TRACK",36.05565,-122.70187
"401","9/2/2016 23:29","0-2571609","UNLIMITED-TRACK",36.05605,-122.7005
"402","9/2/2016 23:27","0-2571709","UNLIMITED-TRACK",36.05599,-122.70067
"405","9/2/2016 23:01","0-2571609","UNLIMITED-TRACK",36.0565,-122.6996
"406","9/2/2016 22:58","0-2571709","UNLIMITED-TRACK",36.05655,-122.69952
"408","9/2/2016 22:29","0-2571609","UNLIMITED-TRACK",36.05698,-122.69902
"411","9/2/2016 22:01","0-2571609","UNLIMITED-TRACK",36.05764,-122.69881
"412","9/2/2016 22:01","0-2571709","UNLIMITED-TRACK",36.05767,-122.69881
"415","9/2/2016 21:30","0-2571609","UNLIMITED-TRACK",36.0582,-122.69894
"416","9/2/2016 21:28","0-2571709","UNLIMITED-TRACK",36.05824,-122.69897
"419","9/2/2016 21:01","0-2571609","UNLIMITED-TRACK",36.05906,-122.69971
"420","9/2/2016 20:58","0-2571709","UNLIMITED-TRACK",36.05914,-122.69974
"423","9/2/2016 20:34","0-2571609","UNLIMITED-TRACK",36.05993,-122.70071
"424","9/2/2016 20:31","0-2571709","UNLIMITED-TRACK",36.06005,-122.70076
"426","9/2/2016 20:01","0-2571609","UNLIMITED-TRACK",36.0612,-122.70244
"427","9/2/2016 19:58","0-2571709","UNLIMITED-TRACK",36.06125,-122.70251
"429","9/2/2016 19:31","0-2571609","UNLIMITED-TRACK",36.06249,-122.70407
"430","9/2/2016 19:28","0-2571709","UNLIMITED-TRACK",36.06245,-122.70405
"432","9/2/2016 19:02","0-2571609","UNLIMITED-TRACK",36.06382,-122.70529
"433","9/2/2016 19:01","0-2571709","UNLIMITED-TRACK",36.0639,-122.70525
"435","9/2/2016 18:33","0-2571609","UNLIMITED-TRACK",36.06546,-122.70631
"436","9/2/2016 18:30","0-2571709","UNLIMITED-TRACK",36.06564,-122.70634
"438","9/2/2016 18:02","0-2571609","UNLIMITED-TRACK",36.06725,-122.70769
"439","9/2/2016 18:00","0-2571709","UNLIMITED-TRACK",36.06736,-122.70771
"442","9/2/2016 17:31","0-2571609","UNLIMITED-TRACK",36.06892,-122.70975
"443","9/2/2016 17:29","0-2571709","UNLIMITED-TRACK",36.06904,-122.7099
"446","9/2/2016 17:01","0-2571609","UNLIMITED-TRACK",36.07026,-122.71133
"447","9/2/2016 16:59","0-2571709","UNLIMITED-TRACK",36.07037,-122.71146
"451","9/2/2016 16:34","0-2571609","UNLIMITED-TRACK",36.07169,-122.71274
"452","9/2/2016 16:31","0-2571709","UNLIMITED-TRACK",36.07183,-122.71286
"454","9/2/2016 16:02","0-2571609","UNLIMITED-TRACK",36.07347,-122.71426
"455","9/2/2016 16:01","0-2571709","UNLIMITED-TRACK",36.07349,-122.71428
"457","9/2/2016 15:34","0-2571609","UNLIMITED-TRACK",36.07473,-122.71568
"458","9/2/2016 15:31","0-2571709","UNLIMITED-TRACK",36.07489,-122.71581
"460","9/2/2016 15:02","0-2571609","UNLIMITED-TRACK",36.07573,-122.7175
"461","9/2/2016 14:59","0-2571709","UNLIMITED-TRACK",36.07585,-122.71765
"463","9/2/2016 14:34","0-2571609","UNLIMITED-TRACK",36.07656,-122.71928
"464","9/2/2016 14:29","0-2571709","UNLIMITED-TRACK",36.07667,-122.71965
"466","9/2/2016 14:03","0-2571609","UNLIMITED-TRACK",36.07708,-122.72162
"467","9/2/2016 13:59","0-2571709","UNLIMITED-TRACK",36.07671,-122.72171
"469","9/2/2016 13:34","0-2571609","UNLIMITED-TRACK",36.0763,-122.72388
"470","9/2/2016 13:30","0-2571709","UNLIMITED-TRACK",36.07617,-122.72415
"472","9/2/2016 13:04","0-2571609","UNLIMITED-TRACK",36.0753,-122.72568
"473","9/2/2016 13:01","0-2571709","UNLIMITED-TRACK",36.07522,-122.72578
"475","9/2/2016 12:33","0-2571609","UNLIMITED-TRACK",36.07423,-122.7263
"476","9/2/2016 12:31","0-2571709","UNLIMITED-TRACK",36.07415,-122.72629
"478","9/2/2016 12:05","0-2571609","UNLIMITED-TRACK",36.07341,-122.72621
"479","9/2/2016 12:00","0-2571709","UNLIMITED-TRACK",36.07331,-122.72609
"481","9/2/2016 11:34","0-2571609","UNLIMITED-TRACK",36.07314,-122.72543
"482","9/2/2016 11:33","0-2571709","UNLIMITED-TRACK",36.07312,-122.7254
"484","9/2/2016 11:05","0-2571609","UNLIMITED-TRACK",36.07301,-122.72475
"485","9/2/2016 11:01","0-2571709","UNLIMITED-TRACK",36.07302,-122.72472
"487","9/2/2016 10:34","0-2571609","UNLIMITED-TRACK",36.07283,-122.72426
"488","9/2/2016 10:32","0-2571709","UNLIMITED-TRACK",36.0728,-122.72424
"492","9/2/2016 10:05","0-2571609","UNLIMITED-TRACK",36.07265,-122.72395
"493","9/2/2016 10:01","0-2571709","UNLIMITED-TRACK",36.07265,-122.72392
"497","9/2/2016 9:35","0-2571609","UNLIMITED-TRACK",36.07283,-122.72414
"498","9/2/2016 9:32","0-2571709","UNLIMITED-TRACK",36.07284,-122.72421
"502","9/2/2016 9:06","0-2571609","UNLIMITED-TRACK",36.07317,-122.72488
"503","9/2/2016 9:02","0-2571709","UNLIMITED-TRACK",36.07322,-122.72495
"507","9/2/2016 8:35","0-2571609","UNLIMITED-TRACK",36.07353,-122.72586
"508","9/2/2016 8:32","0-2571709","UNLIMITED-TRACK",36.07356,-122.72607
"512","9/2/2016 8:07","0-2571609","UNLIMITED-TRACK",36.07396,-122.7272
"513","9/2/2016 8:03","0-2571709","UNLIMITED-TRACK",36.07405,-122.72737
"517","9/2/2016 7:36","0-2571609","UNLIMITED-TRACK",36.07468,-122.72865
"518","9/2/2016 7:31","0-2571709","UNLIMITED-TRACK",36.07484,-122.72887
"522","9/2/2016 7:06","0-2571609","UNLIMITED-TRACK",36.07573,-122.73003
"523","9/2/2016 7:02","0-2571709","UNLIMITED-TRACK",36.07587,-122.73022
"527","9/2/2016 6:38","0-2571609","UNLIMITED-TRACK",36.07697,-122.7314
"528","9/2/2016 6:34","0-2571709","UNLIMITED-TRACK",36.07713,-122.73158
"532","9/2/2016 6:06","0-2571609","UNLIMITED-TRACK",36.0785,-122.73286
"533","9/2/2016 6:01","0-2571709","UNLIMITED-TRACK",36.07876,-122.73302
"538","9/2/2016 5:36","0-2571609","UNLIMITED-TRACK",36.0802,-122.73402
"539","9/2/2016 5:31","0-2571709","UNLIMITED-TRACK",36.08052,-122.73434
"544","9/2/2016 5:08","0-2571609","UNLIMITED-TRACK",36.08198,-122.7352
"545","9/2/2016 5:01","0-2571709","UNLIMITED-TRACK",36.08228,-122.73546
"550","9/2/2016 4:37","0-2571609","UNLIMITED-TRACK",36.08426,-122.73647
"551","9/2/2016 4:31","0-2571709","UNLIMITED-TRACK",36.08462,-122.7366
"554","9/2/2016 4:08","0-2571609","UNLIMITED-TRACK",36.08609,-122.73743
"555","9/2/2016 4:02","0-2571709","UNLIMITED-TRACK",36.08636,-122.73761
"559","9/2/2016 3:37","0-2571609","UNLIMITED-TRACK",36.0876,-122.7379
"560","9/2/2016 3:34","0-2571709","UNLIMITED-TRACK",36.08779,-122.7379
"564","9/2/2016 3:08","0-2571609","UNLIMITED-TRACK",36.08904,-122.73814
"568","9/2/2016 2:39","0-2571609","UNLIMITED-TRACK",36.08966,-122.73915
"569","9/2/2016 2:33","0-2571709","UNLIMITED-TRACK",36.0908,-122.73889
"573","9/2/2016 2:09","0-2571609","UNLIMITED-TRACK",36.09201,-122.74011
"577","9/2/2016 1:38","0-2571609","UNLIMITED-TRACK",36.09351,-122.74194
"578","9/2/2016 1:33","0-2571709","UNLIMITED-TRACK",36.09368,-122.7422
"582","9/2/2016 1:10","0-2571609","UNLIMITED-TRACK",36.09447,-122.74359
"583","9/2/2016 1:03","0-2571709","UNLIMITED-TRACK",36.09462,-122.744
"587","9/2/2016 0:38","0-2571609","UNLIMITED-TRACK",36.09538,-122.74524
"588","9/2/2016 0:35","0-2571709","UNLIMITED-TRACK",36.09547,-122.74538
"591","9/2/2016 0:10","0-2571609","UNLIMITED-TRACK",36.09591,-122.74644
"592","9/2/2016 0:02","0-2571709","UNLIMITED-TRACK",36.09598,-122.7468
"596","9/1/2016 23:39","0-2571609","UNLIMITED-TRACK",36.09614,-122.74738
"597","9/1/2016 23:32","0-2571709","UNLIMITED-TRACK",36.09623,-122.74739
"600","9/1/2016 23:09","0-2571609","UNLIMITED-TRACK",36.09648,-122.74709
"601","9/1/2016 23:04","0-2571709","UNLIMITED-TRACK",36.09662,-122.74702
"604","9/1/2016 22:42","0-2571609","UNLIMITED-TRACK",36.09684,-122.74664
"605","9/1/2016 22:32","0-2571709","UNLIMITED-TRACK",36.09698,-122.7464
"608","9/1/2016 22:11","0-2571609","UNLIMITED-TRACK",36.09739,-122.74603
"609","9/1/2016 22:02","0-2571709","UNLIMITED-TRACK",36.09762,-122.7458
"613","9/1/2016 21:40","0-2571609","UNLIMITED-TRACK",36.09813,-122.74554
"614","9/1/2016 21:36","0-2571709","UNLIMITED-TRACK",36.09821,-122.74556
"618","9/1/2016 21:12","0-2571609","UNLIMITED-TRACK",36.09874,-122.74567
"619","9/1/2016 21:06","0-2571709","UNLIMITED-TRACK",36.0989,-122.74565
"623","9/1/2016 20:40","0-2571609","UNLIMITED-TRACK",36.0994,-122.74579
"624","9/1/2016 20:36","0-2571709","UNLIMITED-TRACK",36.09954,-122.74565
"629","9/1/2016 20:11","0-2571609","UNLIMITED-TRACK",36.09997,-122.7459
"630","9/1/2016 20:05","0-2571709","UNLIMITED-TRACK",36.10001,-122.7459
"633","9/1/2016 19:43","0-2571609","UNLIMITED-TRACK",36.10049,-122.74606
"634","9/1/2016 19:35","0-2571709","UNLIMITED-TRACK",36.10072,-122.74614
"638","9/1/2016 19:11","0-2571609","UNLIMITED-TRACK",36.10147,-122.74654
"639","9/1/2016 19:05","0-2571709","UNLIMITED-TRACK",36.10179,-122.74665
"642","9/1/2016 18:41","0-2571609","UNLIMITED-TRACK",36.10276,-122.74707
"643","9/1/2016 18:36","0-2571709","UNLIMITED-TRACK",36.10306,-122.74709
"647","9/1/2016 18:15","0-2571609","UNLIMITED-TRACK",36.10448,-122.74756
"648","9/1/2016 18:05","0-2571709","UNLIMITED-TRACK",36.10503,-122.7478
"652","9/1/2016 17:41","0-2571609","UNLIMITED-TRACK",36.10658,-122.7485
"653","9/1/2016 17:36","0-2571709","UNLIMITED-TRACK",36.10705,-122.74872
"657","9/1/2016 17:13","0-2571609","UNLIMITED-TRACK",36.10851,-122.74991
"658","9/1/2016 17:06","0-2571709","UNLIMITED-TRACK",36.10894,-122.75026
"662","9/1/2016 16:42","0-2571609","UNLIMITED-TRACK",36.11026,-122.75183
"663","9/1/2016 16:34","0-2571709","UNLIMITED-TRACK",36.11063,-122.75224
"667","9/1/2016 16:13","0-2571609","UNLIMITED-TRACK",36.11159,-122.75316
"668","9/1/2016 16:06","0-2571709","UNLIMITED-TRACK",36.112,-122.75304
"672","9/1/2016 15:44","0-2571609","UNLIMITED-TRACK",36.11306,-122.75333
"673","9/1/2016 15:34","0-2571709","UNLIMITED-TRACK",36.11351,-122.75345
"676","9/1/2016 15:13","0-2571609","UNLIMITED-TRACK",36.11451,-122.75368
"677","9/1/2016 15:04","0-2571709","UNLIMITED-TRACK",36.11489,-122.75378
"681","9/1/2016 14:45","0-2571609","UNLIMITED-TRACK",36.11581,-122.75389
"682","9/1/2016 14:34","0-2571709","UNLIMITED-TRACK",36.11608,-122.75396
"686","9/1/2016 14:13","0-2571609","UNLIMITED-TRACK",36.11713,-122.75453
"687","9/1/2016 14:04","0-2571709","UNLIMITED-TRACK",36.11752,-122.75459
"691","9/1/2016 13:45","0-2571609","UNLIMITED-TRACK",36.11832,-122.75484
"697","9/1/2016 13:14","0-2571609","UNLIMITED-TRACK",36.11956,-122.75496
"703","9/1/2016 12:44","0-2571609","UNLIMITED-TRACK",36.12032,-122.75568
"704","9/1/2016 12:36","0-2571709","UNLIMITED-TRACK",36.1205,-122.75607
"706","9/1/2016 12:18","0-2571609","UNLIMITED-TRACK",36.1208,-122.75694
"709","9/1/2016 12:05","0-2571709","UNLIMITED-TRACK",36.12098,-122.75757
"710","9/1/2016 11:48","0-2571609","UNLIMITED-TRACK",36.12106,-122.75891
"713","9/1/2016 11:37","0-2571709","UNLIMITED-TRACK",36.12114,-122.75948
"716","9/1/2016 11:18","0-2571609","UNLIMITED-TRACK",36.12132,-122.7608
"718","9/1/2016 11:07","0-2571709","UNLIMITED-TRACK",36.12141,-122.76138
"722","9/1/2016 10:44","0-2571609","UNLIMITED-TRACK",36.1214,-122.76256
"723","9/1/2016 10:35","0-2571709","UNLIMITED-TRACK",36.12137,-122.76302
"728","9/1/2016 10:16","0-2571609","UNLIMITED-TRACK",36.12132,-122.76352
"729","9/1/2016 10:06","0-2571709","UNLIMITED-TRACK",36.12123,-122.76382
"733","9/1/2016 9:45","0-2571609","UNLIMITED-TRACK",36.12129,-122.76451
"734","9/1/2016 9:38","0-2571709","UNLIMITED-TRACK",36.12129,-122.76471
"738","9/1/2016 9:16","0-2571609","UNLIMITED-TRACK",36.12128,-122.76523
"739","9/1/2016 9:08","0-2571709","UNLIMITED-TRACK",36.12129,-122.76531
"743","9/1/2016 8:45","0-2571609","UNLIMITED-TRACK",36.12141,-122.76558
"744","9/1/2016 8:37","0-2571709","UNLIMITED-TRACK",36.12158,-122.76566
"749","9/1/2016 8:17","0-2571609","UNLIMITED-TRACK",36.12207,-122.76546
"750","9/1/2016 8:06","0-2571709","UNLIMITED-TRACK",36.12243,-122.76546
"755","9/1/2016 7:47","0-2571609","UNLIMITED-TRACK",36.12309,-122.76552
"756","9/1/2016 7:36","0-2571709","UNLIMITED-TRACK",36.12342,-122.76566
"760","9/1/2016 7:16","0-2571609","UNLIMITED-TRACK",36.12408,-122.76572
"761","9/1/2016 7:08","0-2571709","UNLIMITED-TRACK",36.12441,-122.76581
"764","9/1/2016 6:46","0-2571609","UNLIMITED-TRACK",36.12542,-122.76598
"765","9/1/2016 6:38","0-2571709","UNLIMITED-TRACK",36.12579,-122.76602
"768","9/1/2016 6:16","0-2571609","UNLIMITED-TRACK",36.12701,-122.76619
"769","9/1/2016 6:06","0-2571709","UNLIMITED-TRACK",36.1275,-122.76627
"772","9/1/2016 5:48","0-2571609","UNLIMITED-TRACK",36.12857,-122.76645
"773","9/1/2016 5:39","0-2571709","UNLIMITED-TRACK",36.1291,-122.76657
"777","9/1/2016 5:16","0-2571609","UNLIMITED-TRACK",36.13052,-122.767
"778","9/1/2016 5:07","0-2571709","UNLIMITED-TRACK",36.13128,-122.7672
"782","9/1/2016 4:47","0-2571609","UNLIMITED-TRACK",36.13283,-122.76773
"783","9/1/2016 4:37","0-2571709","UNLIMITED-TRACK",36.1336,-122.76823
"787","9/1/2016 4:16","0-2571609","UNLIMITED-TRACK",36.13465,-122.76947
"788","9/1/2016 4:09","0-2571709","UNLIMITED-TRACK",36.13505,-122.76985
"792","9/1/2016 3:46","0-2571609","UNLIMITED-TRACK",36.13645,-122.77107
"793","9/1/2016 3:37","0-2571709","UNLIMITED-TRACK",36.1371,-122.77158
"797","9/1/2016 3:18","0-2571609","UNLIMITED-TRACK",36.13845,-122.77238
"798","9/1/2016 3:09","0-2571709","UNLIMITED-TRACK",36.13911,-122.77278
"802","9/1/2016 2:47","0-2571609","UNLIMITED-TRACK",36.14036,-122.77368
"803","9/1/2016 2:37","0-2571709","UNLIMITED-TRACK",36.14091,-122.77406
"806","9/1/2016 2:17","0-2571609","UNLIMITED-TRACK",36.14196,-122.77454
"807","9/1/2016 2:07","0-2571709","UNLIMITED-TRACK",36.14241,-122.77486
"810","9/1/2016 1:49","0-2571609","UNLIMITED-TRACK",36.14313,-122.77538
"811","9/1/2016 1:37","0-2571709","UNLIMITED-TRACK",36.14348,-122.77572
"814","9/1/2016 1:17","0-2571609","UNLIMITED-TRACK",36.14414,-122.77638
"815","9/1/2016 1:07","0-2571709","UNLIMITED-TRACK",36.14444,-122.7767
"819","9/1/2016 0:48","0-2571609","UNLIMITED-TRACK",36.14494,-122.77728
"820","9/1/2016 0:39","0-2571709","UNLIMITED-TRACK",36.14519,-122.77751
"823","9/1/2016 0:20","0-2571609","UNLIMITED-TRACK",36.14549,-122.77814
"825","9/1/2016 0:08","0-2571709","UNLIMITED-TRACK",36.14569,-122.77838
"830","8/31/2016 23:48","0-2571609","UNLIMITED-TRACK",36.14576,-122.77899
"831","8/31/2016 23:38","0-2571709","UNLIMITED-TRACK",36.14581,-122.7794
"835","8/31/2016 23:19","0-2571609","UNLIMITED-TRACK",36.14589,-122.78008
"836","8/31/2016 23:10","0-2571709","UNLIMITED-TRACK",36.14601,-122.7803
"840","8/31/2016 22:48","0-2571609","UNLIMITED-TRACK",36.14613,-122.78091
"841","8/31/2016 22:38","0-2571709","UNLIMITED-TRACK",36.14616,-122.78116
"845","8/31/2016 22:20","0-2571609","UNLIMITED-TRACK",36.14604,-122.78131
"846","8/31/2016 22:08","0-2571709","UNLIMITED-TRACK",36.14595,-122.78133
"850","8/31/2016 21:49","0-2571609","UNLIMITED-TRACK",36.14568,-122.78114
"851","8/31/2016 21:38","0-2571709","UNLIMITED-TRACK",36.14575,-122.78105
"855","8/31/2016 21:20","0-2571609","UNLIMITED-TRACK",36.14602,-122.78062
"856","8/31/2016 21:08","0-2571709","UNLIMITED-TRACK",36.14621,-122.78015
"860","8/31/2016 20:49","0-2571609","UNLIMITED-TRACK",36.14671,-122.77966
"861","8/31/2016 20:40","0-2571709","UNLIMITED-TRACK",36.14694,-122.77939
"864","8/31/2016 20:21","0-2571609","UNLIMITED-TRACK",36.14762,-122.77893
"866","8/31/2016 20:09","0-2571709","UNLIMITED-TRACK",36.14808,-122.77867
"872","8/31/2016 19:50","0-2571609","UNLIMITED-TRACK",36.14889,-122.7785
"874","8/31/2016 19:39","0-2571709","UNLIMITED-TRACK",36.14945,-122.77858
"879","8/31/2016 19:21","0-2571609","UNLIMITED-TRACK",36.15017,-122.77875
"882","8/31/2016 19:11","0-2571709","UNLIMITED-TRACK",36.15049,-122.77887
"887","8/31/2016 18:50","0-2571609","UNLIMITED-TRACK",36.1511,-122.77913
"889","8/31/2016 18:40","0-2571709","UNLIMITED-TRACK",36.15145,-122.77931
"894","8/31/2016 18:20","0-2571609","UNLIMITED-TRACK",36.1525,-122.78008
"896","8/31/2016 18:09","0-2571709","UNLIMITED-TRACK",36.15301,-122.78062
"900","8/31/2016 17:52","0-2571609","UNLIMITED-TRACK",36.15398,-122.7813
"904","8/31/2016 17:39","0-2571709","UNLIMITED-TRACK",36.15468,-122.78165
"908","8/31/2016 17:22","0-2571609","UNLIMITED-TRACK",36.15625,-122.7825
"912","8/31/2016 17:09","0-2571709","UNLIMITED-TRACK",36.15706,-122.78311
"916","8/31/2016 16:51","0-2571609","UNLIMITED-TRACK",36.15824,-122.78416
"924","8/31/2016 16:20","0-2571609","UNLIMITED-TRACK",36.16045,-122.78596
"928","8/31/2016 15:52","0-2571609","UNLIMITED-TRACK",36.16236,-122.7876
"936","8/31/2016 15:21","0-2571609","UNLIMITED-TRACK",36.16433,-122.78947
"941","8/31/2016 14:53","0-2571609","UNLIMITED-TRACK",36.16621,-122.7908
"944","8/31/2016 14:41","0-2571709","UNLIMITED-TRACK",36.16689,-122.79135
"949","8/31/2016 14:21","0-2571609","UNLIMITED-TRACK",36.16802,-122.79214
"951","8/31/2016 14:09","0-2571709","UNLIMITED-TRACK",36.16855,-122.7926
"955","8/31/2016 13:52","0-2571609","UNLIMITED-TRACK",36.1692,-122.79327
"959","8/31/2016 13:41","0-2571709","UNLIMITED-TRACK",36.16937,-122.79367
"964","8/31/2016 13:21","0-2571609","UNLIMITED-TRACK",36.16951,-122.79413
"967","8/31/2016 13:09","0-2571709","UNLIMITED-TRACK",36.1695,-122.79451
"971","8/31/2016 12:51","0-2571609","UNLIMITED-TRACK",36.16946,-122.79515
"973","8/31/2016 12:41","0-2571709","UNLIMITED-TRACK",36.16946,-122.79567
"976","8/31/2016 12:24","0-2571609","UNLIMITED-TRACK",36.16951,-122.7964
"979","8/31/2016 12:09","0-2571709","UNLIMITED-TRACK",36.1698,-122.79694
"983","8/31/2016 11:52","0-2571609","UNLIMITED-TRACK",36.17,-122.79764
"985","8/31/2016 11:41","0-2571709","UNLIMITED-TRACK",36.17018,-122.79814
"990","8/31/2016 11:22","0-2571609","UNLIMITED-TRACK",36.1704,-122.79895
"992","8/31/2016 11:12","0-2571709","UNLIMITED-TRACK",36.1705,-122.79947
"995","8/31/2016 10:55","0-2571609","UNLIMITED-TRACK",36.17076,-122.80046
"1000","8/31/2016 10:39","0-2571709","UNLIMITED-TRACK",36.17097,-122.80142
"1007","8/31/2016 10:22","0-2571609","UNLIMITED-TRACK",36.17108,-122.80252
"1009","8/31/2016 10:09","0-2571709","UNLIMITED-TRACK",36.17119,-122.80342
"1015","8/31/2016 9:53","0-2571609","UNLIMITED-TRACK",36.17139,-122.8044
"1018","8/31/2016 9:42","0-2571709","UNLIMITED-TRACK",36.1713,-122.80496
"1024","8/31/2016 9:22","0-2571609","UNLIMITED-TRACK",36.17143,-122.80576
"1026","8/31/2016 9:10","0-2571709","UNLIMITED-TRACK",36.17162,-122.80597
"1030","8/31/2016 8:54","0-2571609","UNLIMITED-TRACK",36.17165,-122.80595
"1034","8/31/2016 8:42","0-2571709","UNLIMITED-TRACK",36.17182,-122.80591
"1038","8/31/2016 8:23","0-2571609","UNLIMITED-TRACK",36.172,-122.80598
"1042","8/31/2016 8:10","0-2571709","UNLIMITED-TRACK",36.17222,-122.80597
"1046","8/31/2016 7:54","0-2571609","UNLIMITED-TRACK",36.17246,-122.80588
"1051","8/31/2016 7:41","0-2571709","UNLIMITED-TRACK",36.17266,-122.80565
"1056","8/31/2016 7:23","0-2571609","UNLIMITED-TRACK",36.17323,-122.80518
"1060","8/31/2016 7:11","0-2571709","UNLIMITED-TRACK",36.17356,-122.80505
"1065","8/31/2016 6:55","0-2571609","UNLIMITED-TRACK",36.17413,-122.80469
"1069","8/31/2016 6:41","0-2571709","UNLIMITED-TRACK",36.17452,-122.8046
"1073","8/31/2016 6:24","0-2571609","UNLIMITED-TRACK",36.17506,-122.80469
"1078","8/31/2016 6:10","0-2571709","UNLIMITED-TRACK",36.17559,-122.80492
"1083","8/31/2016 5:55","0-2571609","UNLIMITED-TRACK",36.17619,-122.80534
"1087","8/31/2016 5:41","0-2571709","UNLIMITED-TRACK",36.17688,-122.80574
"1092","8/31/2016 5:24","0-2571609","UNLIMITED-TRACK",36.17778,-122.80632
"1096","8/31/2016 5:13","0-2571709","UNLIMITED-TRACK",36.1784,-122.80692
"1101","8/31/2016 4:55","0-2571609","UNLIMITED-TRACK",36.17941,-122.8078
"1106","8/31/2016 4:41","0-2571709","UNLIMITED-TRACK",36.18019,-122.80867
"1110","8/31/2016 4:24","0-2571609","UNLIMITED-TRACK",36.18121,-122.80956
"1114","8/31/2016 4:13","0-2571709","UNLIMITED-TRACK",36.18196,-122.80998
