"","dateTime","spotID","readingType","lat","long","NA","NA"
"3657","9/22/2016 04:42","0-2571803","UNLIMITED-TRACK",34.37835,-124.51677,NA,""
"3663","9/22/2016 04:27","0-2571720","UNLIMITED-TRACK",34.38095,-124.51688,NA,""
"3666","9/22/2016 04:13","0-2571803","UNLIMITED-TRACK",34.38335,-124.51726,NA,""
"3670","9/22/2016 03:58","0-2571720","UNLIMITED-TRACK",34.38602,-124.51794,NA,""
"3675","9/22/2016 03:42","0-2571803","UNLIMITED-TRACK",34.38866,-124.51881,NA,""
"3680","9/22/2016 03:27","0-2571720","UNLIMITED-TRACK",34.39122,-124.51984,NA,""
"3684","9/22/2016 03:14","0-2571803","UNLIMITED-TRACK",34.39358,-124.52087,NA,""
"3691","9/22/2016 02:57","0-2571720","UNLIMITED-TRACK",34.3962,-124.52242,NA,""
"3694","9/22/2016 02:42","0-2571803","UNLIMITED-TRACK",34.3986,-124.5238,NA,""
"3700","9/22/2016 02:27","0-2571720","UNLIMITED-TRACK",34.40049,-124.52507,NA,""
"3704","9/22/2016 02:13","0-2571803","UNLIMITED-TRACK",34.4027,-124.5266,NA,""
"3710","9/22/2016 01:58","0-2571720","UNLIMITED-TRACK",34.40473,-124.52797,NA,""
"3714","9/22/2016 01:43","0-2571803","UNLIMITED-TRACK",34.40635,-124.52909,NA,""
"3719","9/22/2016 01:29","0-2571720","UNLIMITED-TRACK",34.40808,-124.53049,NA,""
"3723","9/22/2016 01:13","0-2571803","UNLIMITED-TRACK",34.40962,-124.53189,NA,""
"3729","9/22/2016 00:57","0-2571720","UNLIMITED-TRACK",34.41106,-124.533,NA,""
"3732","9/22/2016 00:44","0-2571803","UNLIMITED-TRACK",34.41214,-124.53381,NA,""
"3737","9/22/2016 00:29","0-2571720","UNLIMITED-TRACK",34.41317,-124.53474,NA,""
"3742","9/22/2016 00:13","0-2571803","UNLIMITED-TRACK",34.41428,-124.53563,NA,""
"3749","9/21/2016 23:57","0-2571720","UNLIMITED-TRACK",34.41535,-124.53651,NA,""
"3752","9/21/2016 23:44","0-2571803","UNLIMITED-TRACK",34.41625,-124.53726,NA,""
"3757","9/21/2016 23:29","0-2571720","UNLIMITED-TRACK",34.4174,-124.53821,NA,""
"3761","9/21/2016 23:13","0-2571803","UNLIMITED-TRACK",34.41859,-124.53908,NA,""
"3768","9/21/2016 22:58","0-2571720","UNLIMITED-TRACK",34.41977,-124.54037,NA,""
"3771","9/21/2016 22:45","0-2571803","UNLIMITED-TRACK",34.42096,-124.54135,NA,""
"3777","9/21/2016 22:29","0-2571720","UNLIMITED-TRACK",34.42244,-124.54266,NA,""
"3782","9/21/2016 22:15","0-2571803","UNLIMITED-TRACK",34.42358,-124.54384,NA,""
"3787","9/21/2016 21:58","0-2571720","UNLIMITED-TRACK",34.42511,-124.54535,NA,""
"3791","9/21/2016 21:44","0-2571803","UNLIMITED-TRACK",34.42646,-124.54646,NA,""
"3795","9/21/2016 21:29","0-2571720","UNLIMITED-TRACK",34.42781,-124.54735,NA,""
"3800","9/21/2016 21:14","0-2571803","UNLIMITED-TRACK",34.42912,-124.54792,NA,""
"3806","9/21/2016 20:58","0-2571720","UNLIMITED-TRACK",34.43094,-124.54869,NA,""
"3811","9/21/2016 20:44","0-2571803","UNLIMITED-TRACK",34.43234,-124.54932,NA,""
"3821","9/21/2016 20:16","0-2571803","UNLIMITED-TRACK",34.43513,-124.55115,NA,""
"3827","9/21/2016 19:59","0-2571720","UNLIMITED-TRACK",34.43679,-124.55215,NA,""
"3832","9/21/2016 19:44","0-2571803","UNLIMITED-TRACK",34.43831,-124.55281,NA,""
"3837","9/21/2016 19:30","0-2571720","UNLIMITED-TRACK",34.43977,-124.55342,NA,""
"3842","9/21/2016 19:16","0-2571803","UNLIMITED-TRACK",34.44116,-124.55385,NA,""
"3847","9/21/2016 18:58","0-2571720","UNLIMITED-TRACK",34.44293,-124.55453,NA,""
"3850","9/21/2016 18:45","0-2571803","UNLIMITED-TRACK",34.44436,-124.55486,NA,""
"3856","9/21/2016 18:30","0-2571720","UNLIMITED-TRACK",34.44588,-124.55534,NA,""
"3860","9/21/2016 18:16","0-2571803","UNLIMITED-TRACK",34.44719,-124.55565,NA,""
"3868","9/21/2016 18:00","0-2571720","UNLIMITED-TRACK",34.44876,-124.55585,NA,""
"3872","9/21/2016 17:45","0-2571803","UNLIMITED-TRACK",34.44989,-124.55617,NA,""
"3877","9/21/2016 17:31","0-2571720","UNLIMITED-TRACK",34.45111,-124.55644,NA,""
"3881","9/21/2016 17:16","0-2571803","UNLIMITED-TRACK",34.45237,-124.5569,NA,""
"3888","9/21/2016 17:00","0-2571720","UNLIMITED-TRACK",34.45391,-124.55734,NA,""
"3891","9/21/2016 16:45","0-2571803","UNLIMITED-TRACK",34.45541,-124.55775,NA,""
"3898","9/21/2016 16:31","0-2571720","UNLIMITED-TRACK",34.45672,-124.55817,NA,""
"3902","9/21/2016 16:17","0-2571803","UNLIMITED-TRACK",34.45801,-124.55864,NA,""
"3909","9/21/2016 15:59","0-2571720","UNLIMITED-TRACK",34.45975,-124.55908,NA,""
"3913","9/21/2016 15:45","0-2571803","UNLIMITED-TRACK",34.46143,-124.55954,NA,""
"3918","9/21/2016 15:30","0-2571720","UNLIMITED-TRACK",34.4632,-124.55998,NA,""
"3924","9/21/2016 15:17","0-2571803","UNLIMITED-TRACK",34.46472,-124.5602,NA,""
"3930","9/21/2016 14:59","0-2571720","UNLIMITED-TRACK",34.46678,-124.56058,NA,""
"3936","9/21/2016 14:46","0-2571803","UNLIMITED-TRACK",34.46833,-124.56087,NA,""
"3943","9/21/2016 14:31","0-2571720","UNLIMITED-TRACK",34.47,-124.56129,NA,""
"3948","9/21/2016 14:16","0-2571803","UNLIMITED-TRACK",34.47153,-124.56155,NA,""
"3954","9/21/2016 14:00","0-2571720","UNLIMITED-TRACK",34.47303,-124.56181,NA,""
"3960","9/21/2016 13:46","0-2571803","UNLIMITED-TRACK",34.47406,-124.56181,NA,""
"3966","9/21/2016 13:29","0-2571720","UNLIMITED-TRACK",34.4758,-124.56247,NA,""
"3972","9/21/2016 13:16","0-2571803","UNLIMITED-TRACK",34.47709,-124.56319,NA,""
"3977","9/21/2016 13:02","0-2571720","UNLIMITED-TRACK",34.4784,-124.56395,NA,""
"3983","9/21/2016 12:47","0-2571803","UNLIMITED-TRACK",34.47964,-124.5649,NA,""
"3989","9/21/2016 12:29","0-2571720","UNLIMITED-TRACK",34.48133,-124.56589,NA,""
"3994","9/21/2016 12:16","0-2571803","UNLIMITED-TRACK",34.48277,-124.56644,NA,""
"3999","9/21/2016 12:02","0-2571720","UNLIMITED-TRACK",34.48445,-124.56738,NA,""
"4004","9/21/2016 11:46","0-2571803","UNLIMITED-TRACK",34.48599,-124.5685,NA,""
"4013","9/21/2016 11:19","0-2571803","UNLIMITED-TRACK",34.48875,-124.57065,NA,""
"4019","9/21/2016 11:01","0-2571720","UNLIMITED-TRACK",34.49047,-124.57191,NA,""
"4025","9/21/2016 10:46","0-2571803","UNLIMITED-TRACK",34.49192,-124.57277,NA,""
"4032","9/21/2016 10:30","0-2571720","UNLIMITED-TRACK",34.49342,-124.57367,NA,""
"4037","9/21/2016 10:18","0-2571803","UNLIMITED-TRACK",34.49438,-124.57414,NA,""
"4044","9/21/2016 10:00","0-2571720","UNLIMITED-TRACK",34.49605,-124.57492,NA,""
"4049","9/21/2016 09:46","0-2571803","UNLIMITED-TRACK",34.49727,-124.57539,NA,""
"4055","9/21/2016 09:32","0-2571720","UNLIMITED-TRACK",34.4987,-124.57597,NA,""
"4061","9/21/2016 09:16","0-2571803","UNLIMITED-TRACK",34.50006,-124.57642,NA,""
"4065","9/21/2016 09:04","0-2571720","UNLIMITED-TRACK",34.50143,-124.57718,NA,""
"4070","9/21/2016 08:47","0-2571803","UNLIMITED-TRACK",34.50298,-124.57782,NA,""
