"","dateTime","spotID","readingType","lat","long","NA","NA"
"7689","9/16/2016 21:21","0-2573637","UNLIMITED-TRACK",42.79415,-129.87291,NA,""
"7698","9/16/2016 21:08","0-2572045","UNLIMITED-TRACK",42.7939,-129.8728,NA,""
"7710","9/16/2016 20:47","0-2573637","UNLIMITED-TRACK",42.79326,-129.87262,NA,""
"7718","9/16/2016 20:36","0-2572045","UNLIMITED-TRACK",42.79299,-129.87256,NA,""
"7731","9/16/2016 20:18","0-2573637","UNLIMITED-TRACK",42.79276,-129.87215,NA,""
"7739","9/16/2016 20:06","0-2572045","UNLIMITED-TRACK",42.79265,-129.87198,NA,""
"7753","9/16/2016 19:50","0-2573637","UNLIMITED-TRACK",42.79243,-129.87151,NA,""
"7760","9/16/2016 19:39","0-2572045","UNLIMITED-TRACK",42.79213,-129.87151,NA,""
"7774","9/16/2016 19:19","0-2573637","UNLIMITED-TRACK",42.79158,-129.87135,NA,""
"7781","9/16/2016 19:08","0-2572045","UNLIMITED-TRACK",42.79173,-129.8716,NA,""
"7794","9/16/2016 18:48","0-2573637","UNLIMITED-TRACK",42.7916,-129.8718,NA,""
"7801","9/16/2016 18:41","0-2572045","UNLIMITED-TRACK",42.79151,-129.87202,NA,""
"7815","9/16/2016 18:20","0-2573637","UNLIMITED-TRACK",42.79121,-129.87292,NA,""
"7821","9/16/2016 18:11","0-2572045","UNLIMITED-TRACK",42.79119,-129.87352,NA,""
"7836","9/16/2016 17:48","0-2573637","UNLIMITED-TRACK",42.79103,-129.8746,NA,""
"7842","9/16/2016 17:41","0-2572045","UNLIMITED-TRACK",42.79099,-129.87494,NA,""
"7856","9/16/2016 17:19","0-2573637","UNLIMITED-TRACK",42.79095,-129.87579,NA,""
"7863","9/16/2016 17:08","0-2572045","UNLIMITED-TRACK",42.79105,-129.87648,NA,""
"7877","9/16/2016 16:50","0-2573637","UNLIMITED-TRACK",42.79082,-129.87706,NA,""
"7882","9/16/2016 16:40","0-2572045","UNLIMITED-TRACK",42.79065,-129.87761,NA,""
"7895","9/16/2016 16:20","0-2573637","UNLIMITED-TRACK",42.79034,-129.87846,NA,""
"7902","9/16/2016 16:07","0-2572045","UNLIMITED-TRACK",42.79041,-129.87917,NA,""
"7914","9/16/2016 15:50","0-2573637","UNLIMITED-TRACK",42.7906,-129.88022,NA,""
"7919","9/16/2016 15:41","0-2572045","UNLIMITED-TRACK",42.79072,-129.88084,NA,""
"7932","9/16/2016 15:20","0-2573637","UNLIMITED-TRACK",42.79075,-129.88211,NA,""
"7939","9/16/2016 15:08","0-2572045","UNLIMITED-TRACK",42.79087,-129.88248,NA,""
"7953","9/16/2016 14:50","0-2573637","UNLIMITED-TRACK",42.79118,-129.88297,NA,""
"7961","9/16/2016 14:38","0-2572045","UNLIMITED-TRACK",42.79131,-129.88358,NA,""
"7974","9/16/2016 14:20","0-2573637","UNLIMITED-TRACK",42.79107,-129.8844,NA,""
"7981","9/16/2016 14:11","0-2572045","UNLIMITED-TRACK",42.79094,-129.88487,NA,""
"7996","9/16/2016 13:51","0-2573637","UNLIMITED-TRACK",42.79044,-129.88576,NA,""
