"","dateTime","spotID","readingType","lat","long"
"717","9/1/2016 11:17","0-2571518","UNLIMITED-TRACK",38.24433,-123.94005
"720","9/1/2016 10:48","0-2571518","UNLIMITED-TRACK",38.25037,-123.93768
"721","9/1/2016 10:47","0-2571525","UNLIMITED-TRACK",38.25042,-123.93767
"725","9/1/2016 10:20","0-2571525","UNLIMITED-TRACK",38.25579,-123.93565
"727","9/1/2016 10:18","0-2571518","UNLIMITED-TRACK",38.25603,-123.93562
"732","9/1/2016 9:48","0-2571518","UNLIMITED-TRACK",38.26223,-123.9334
"735","9/1/2016 9:21","0-2571525","UNLIMITED-TRACK",38.26768,-123.9315
"737","9/1/2016 9:19","0-2571518","UNLIMITED-TRACK",38.26823,-123.93121
"742","9/1/2016 8:48","0-2571518","UNLIMITED-TRACK",38.2746,-123.92996
"747","9/1/2016 8:19","0-2571518","UNLIMITED-TRACK",38.27979,-123.93047
"748","9/1/2016 8:17","0-2571525","UNLIMITED-TRACK",38.28013,-123.9305
"752","9/1/2016 7:49","0-2571518","UNLIMITED-TRACK",38.28533,-123.93167
"754","9/1/2016 7:47","0-2571525","UNLIMITED-TRACK",38.28481,-123.93162
"757","9/1/2016 7:19","0-2571518","UNLIMITED-TRACK",38.2906,-123.93245
"759","9/1/2016 7:17","0-2571525","UNLIMITED-TRACK",38.29047,-123.93231
"762","9/1/2016 6:48","0-2571518","UNLIMITED-TRACK",38.29582,-123.9335
"766","9/1/2016 6:18","0-2571518","UNLIMITED-TRACK",38.30024,-123.93427
"770","9/1/2016 5:50","0-2571518","UNLIMITED-TRACK",38.30505,-123.93422
"774","9/1/2016 5:20","0-2571525","UNLIMITED-TRACK",38.31018,-123.93428
"775","9/1/2016 5:20","0-2571518","UNLIMITED-TRACK",38.31021,-123.93433
"780","9/1/2016 4:49","0-2571518","UNLIMITED-TRACK",38.31436,-123.93401
"781","9/1/2016 4:48","0-2571525","UNLIMITED-TRACK",38.31508,-123.93436
"784","9/1/2016 4:20","0-2571525","UNLIMITED-TRACK",38.31981,-123.93343
"785","9/1/2016 4:20","0-2571518","UNLIMITED-TRACK",38.31992,-123.93344
"789","9/1/2016 3:50","0-2571525","UNLIMITED-TRACK",38.32565,-123.93146
"790","9/1/2016 3:49","0-2571518","UNLIMITED-TRACK",38.32552,-123.93149
"794","9/1/2016 3:22","0-2571525","UNLIMITED-TRACK",38.33054,-123.92963
"796","9/1/2016 3:20","0-2571518","UNLIMITED-TRACK",38.331,-123.92949
"799","9/1/2016 2:52","0-2571525","UNLIMITED-TRACK",38.33599,-123.92817
"800","9/1/2016 2:50","0-2571518","UNLIMITED-TRACK",38.33644,-123.9281
"804","9/1/2016 2:21","0-2571518","UNLIMITED-TRACK",38.34148,-123.9263
"809","9/1/2016 1:50","0-2571518","UNLIMITED-TRACK",38.34643,-123.9254
"812","9/1/2016 1:21","0-2571518","UNLIMITED-TRACK",38.35019,-123.92505
"817","9/1/2016 0:50","0-2571518","UNLIMITED-TRACK",38.35562,-123.9245
"818","9/1/2016 0:50","0-2571525","UNLIMITED-TRACK",38.35572,-123.92447
"821","9/1/2016 0:21","0-2571518","UNLIMITED-TRACK",38.36089,-123.92398
"822","9/1/2016 0:20","0-2571525","UNLIMITED-TRACK",38.36106,-123.92393
"827","8/31/2016 23:53","0-2571525","UNLIMITED-TRACK",38.36593,-123.92342
"828","8/31/2016 23:51","0-2571518","UNLIMITED-TRACK",38.36625,-123.92342
"832","8/31/2016 23:24","0-2571525","UNLIMITED-TRACK",38.37017,-123.92303
"834","8/31/2016 23:22","0-2571518","UNLIMITED-TRACK",38.37057,-123.92305
"838","8/31/2016 22:51","0-2571518","UNLIMITED-TRACK",38.3763,-123.92226
"839","8/31/2016 22:50","0-2571525","UNLIMITED-TRACK",38.37645,-123.92226
"842","8/31/2016 22:22","0-2571518","UNLIMITED-TRACK",38.38145,-123.92229
"843","8/31/2016 22:20","0-2571525","UNLIMITED-TRACK",38.38113,-123.92226
"848","8/31/2016 21:51","0-2571518","UNLIMITED-TRACK",38.3864,-123.92288
"849","8/31/2016 21:50","0-2571525","UNLIMITED-TRACK",38.38654,-123.92286
"852","8/31/2016 21:24","0-2571525","UNLIMITED-TRACK",38.39011,-123.92329
"853","8/31/2016 21:22","0-2571518","UNLIMITED-TRACK",38.39037,-123.92334
"857","8/31/2016 20:54","0-2571525","UNLIMITED-TRACK",38.39397,-123.9241
"859","8/31/2016 20:51","0-2571518","UNLIMITED-TRACK",38.39447,-123.92403
"862","8/31/2016 20:23","0-2571518","UNLIMITED-TRACK",38.39814,-123.92494
"865","8/31/2016 20:20","0-2571525","UNLIMITED-TRACK",38.39845,-123.92505
"869","8/31/2016 19:52","0-2571518","UNLIMITED-TRACK",38.40213,-123.92673
"871","8/31/2016 19:50","0-2571525","UNLIMITED-TRACK",38.40234,-123.92688
"877","8/31/2016 19:22","0-2571518","UNLIMITED-TRACK",38.40585,-123.92931
"880","8/31/2016 19:20","0-2571525","UNLIMITED-TRACK",38.4056,-123.92911
"884","8/31/2016 18:52","0-2571518","UNLIMITED-TRACK",38.40935,-123.93285
"886","8/31/2016 18:51","0-2571525","UNLIMITED-TRACK",38.40942,-123.9328
"892","8/31/2016 18:22","0-2571518","UNLIMITED-TRACK",38.41272,-123.93672
"893","8/31/2016 18:21","0-2571525","UNLIMITED-TRACK",38.4128,-123.93681
"899","8/31/2016 17:52","0-2571518","UNLIMITED-TRACK",38.41653,-123.9393
"901","8/31/2016 17:51","0-2571525","UNLIMITED-TRACK",38.41615,-123.93913
"907","8/31/2016 17:23","0-2571518","UNLIMITED-TRACK",38.42128,-123.9413
"910","8/31/2016 17:21","0-2571525","UNLIMITED-TRACK",38.42151,-123.94136
"914","8/31/2016 17:00","0-2571518","UNLIMITED-TRACK",38.42504,-123.94296
"915","8/31/2016 16:52","0-2571518","UNLIMITED-TRACK",38.42639,-123.9437
"917","8/31/2016 16:51","0-2571525","UNLIMITED-TRACK",38.42654,-123.9438
"921","8/31/2016 16:24","0-2571525","UNLIMITED-TRACK",38.43135,-123.9464
"922","8/31/2016 16:23","0-2571518","UNLIMITED-TRACK",38.43144,-123.94649
"927","8/31/2016 15:53","0-2571518","UNLIMITED-TRACK",38.43687,-123.95018
"930","8/31/2016 15:52","0-2571525","UNLIMITED-TRACK",38.43704,-123.95024
"933","8/31/2016 15:23","0-2571518","UNLIMITED-TRACK",38.44182,-123.95377
"935","8/31/2016 15:22","0-2571525","UNLIMITED-TRACK",38.44201,-123.95387
"939","8/31/2016 14:56","0-2571525","UNLIMITED-TRACK",38.44621,-123.95647
"940","8/31/2016 14:53","0-2571518","UNLIMITED-TRACK",38.4466,-123.9568
"946","8/31/2016 14:24","0-2571518","UNLIMITED-TRACK",38.44989,-123.96027
"948","8/31/2016 14:22","0-2571525","UNLIMITED-TRACK",38.45007,-123.96042
"954","8/31/2016 13:53","0-2571518","UNLIMITED-TRACK",38.45271,-123.96318
"956","8/31/2016 13:52","0-2571525","UNLIMITED-TRACK",38.45281,-123.96332
"961","8/31/2016 13:24","0-2571518","UNLIMITED-TRACK",38.45524,-123.96509
"963","8/31/2016 13:22","0-2571525","UNLIMITED-TRACK",38.45522,-123.96497
"970","8/31/2016 12:53","0-2571518","UNLIMITED-TRACK",38.4583,-123.96652
"975","8/31/2016 12:24","0-2571518","UNLIMITED-TRACK",38.46157,-123.96744
"981","8/31/2016 11:54","0-2571518","UNLIMITED-TRACK",38.46513,-123.96869
"988","8/31/2016 11:25","0-2571518","UNLIMITED-TRACK",38.46802,-123.97076
"989","8/31/2016 11:23","0-2571525","UNLIMITED-TRACK",38.46823,-123.97093
"996","8/31/2016 10:54","0-2571518","UNLIMITED-TRACK",38.47086,-123.97281
"998","8/31/2016 10:53","0-2571525","UNLIMITED-TRACK",38.47099,-123.97289
"1004","8/31/2016 10:25","0-2571518","UNLIMITED-TRACK",38.47319,-123.97495
"1006","8/31/2016 10:23","0-2571525","UNLIMITED-TRACK",38.47309,-123.97486
"1014","8/31/2016 9:55","0-2571518","UNLIMITED-TRACK",38.47589,-123.97728
"1016","8/31/2016 9:53","0-2571525","UNLIMITED-TRACK",38.47598,-123.97737
"1021","8/31/2016 9:25","0-2571518","UNLIMITED-TRACK",38.47852,-123.97945
"1023","8/31/2016 9:23","0-2571525","UNLIMITED-TRACK",38.47868,-123.9796
"1029","8/31/2016 8:55","0-2571518","UNLIMITED-TRACK",38.48114,-123.98166
"1031","8/31/2016 8:53","0-2571525","UNLIMITED-TRACK",38.48095,-123.98149
"1037","8/31/2016 8:26","0-2571518","UNLIMITED-TRACK",38.48325,-123.98419
"1045","8/31/2016 7:55","0-2571518","UNLIMITED-TRACK",38.48594,-123.98759
"1047","8/31/2016 7:53","0-2571525","UNLIMITED-TRACK",38.48611,-123.98784
"1053","8/31/2016 7:27","0-2571525","UNLIMITED-TRACK",38.48914,-123.99089
"1054","8/31/2016 7:26","0-2571518","UNLIMITED-TRACK",38.48922,-123.99095
"1062","8/31/2016 6:56","0-2571518","UNLIMITED-TRACK",38.49277,-123.99435
"1064","8/31/2016 6:55","0-2571525","UNLIMITED-TRACK",38.49283,-123.9944
"1071","8/31/2016 6:26","0-2571518","UNLIMITED-TRACK",38.49665,-123.99777
"1074","8/31/2016 6:24","0-2571525","UNLIMITED-TRACK",38.49698,-123.99799
"1080","8/31/2016 5:56","0-2571518","UNLIMITED-TRACK",38.50105,-124.00082
"1082","8/31/2016 5:55","0-2571525","UNLIMITED-TRACK",38.50073,-124.00058
"1089","8/31/2016 5:27","0-2571518","UNLIMITED-TRACK",38.50578,-124.00305
"1091","8/31/2016 5:25","0-2571525","UNLIMITED-TRACK",38.50615,-124.00316
"1098","8/31/2016 4:56","0-2571518","UNLIMITED-TRACK",38.51086,-124.00639
"1102","8/31/2016 4:54","0-2571525","UNLIMITED-TRACK",38.51116,-124.00664
"1108","8/31/2016 4:28","0-2571518","UNLIMITED-TRACK",38.51529,-124.01018
"1116","8/31/2016 3:57","0-2571518","UNLIMITED-TRACK",38.51933,-124.01457
"1119","8/31/2016 3:54","0-2571525","UNLIMITED-TRACK",38.5196,-124.01494
"1126","8/31/2016 3:28","0-2571518","UNLIMITED-TRACK",38.5229,-124.01868
"1129","8/31/2016 3:27","0-2571525","UNLIMITED-TRACK",38.52309,-124.01883
"1136","8/31/2016 2:57","0-2571518","UNLIMITED-TRACK",38.52735,-124.02319
"1140","8/31/2016 2:54","0-2571525","UNLIMITED-TRACK",38.52724,-124.02301
"1144","8/31/2016 2:28","0-2571518","UNLIMITED-TRACK",38.5313,-124.02756
"1153","8/31/2016 1:57","0-2571518","UNLIMITED-TRACK",38.53486,-124.03163
"1156","8/31/2016 1:55","0-2571525","UNLIMITED-TRACK",38.53515,-124.03195
"1163","8/31/2016 1:28","0-2571518","UNLIMITED-TRACK",38.5386,-124.0356
"1166","8/31/2016 1:25","0-2571525","UNLIMITED-TRACK",38.5389,-124.03601
"1174","8/31/2016 0:58","0-2571525","UNLIMITED-TRACK",38.54161,-124.03964
"1175","8/31/2016 0:58","0-2571518","UNLIMITED-TRACK",38.54161,-124.0397
"1182","8/31/2016 0:29","0-2571518","UNLIMITED-TRACK",38.54429,-124.04346
"1183","8/31/2016 0:27","0-2571525","UNLIMITED-TRACK",38.54438,-124.04358
"1191","8/30/2016 23:58","0-2571518","UNLIMITED-TRACK",38.54627,-124.04675
"1193","8/30/2016 23:57","0-2571525","UNLIMITED-TRACK",38.5463,-124.0468
"1200","8/30/2016 23:29","0-2571525","UNLIMITED-TRACK",38.5471,-124.04916
"1201","8/30/2016 23:28","0-2571518","UNLIMITED-TRACK",38.54722,-124.04916
"1209","8/30/2016 22:58","0-2571518","UNLIMITED-TRACK",38.54844,-124.05148
"1213","8/30/2016 22:55","0-2571525","UNLIMITED-TRACK",38.54854,-124.05174
"1218","8/30/2016 22:28","0-2571518","UNLIMITED-TRACK",38.54943,-124.0546
"1222","8/30/2016 22:25","0-2571525","UNLIMITED-TRACK",38.54959,-124.05493
"1227","8/30/2016 21:58","0-2571518","UNLIMITED-TRACK",38.55008,-124.05887
"1231","8/30/2016 21:55","0-2571525","UNLIMITED-TRACK",38.5501,-124.05871
"1237","8/30/2016 21:29","0-2571518","UNLIMITED-TRACK",38.55002,-124.06277
"1240","8/30/2016 21:25","0-2571525","UNLIMITED-TRACK",38.55006,-124.06323
"1245","8/30/2016 20:58","0-2571518","UNLIMITED-TRACK",38.55078,-124.06667
"1249","8/30/2016 20:55","0-2571525","UNLIMITED-TRACK",38.55078,-124.06703
"1253","8/30/2016 20:29","0-2571518","UNLIMITED-TRACK",38.55155,-124.06985
"1257","8/30/2016 20:25","0-2571525","UNLIMITED-TRACK",38.55155,-124.06995
"1262","8/30/2016 19:58","0-2571518","UNLIMITED-TRACK",38.55294,-124.07285
"1266","8/30/2016 19:55","0-2571525","UNLIMITED-TRACK",38.55301,-124.07287
"1271","8/30/2016 19:29","0-2571518","UNLIMITED-TRACK",38.5545,-124.07567
"1280","8/30/2016 18:59","0-2571518","UNLIMITED-TRACK",38.55647,-124.07837
"1287","8/30/2016 18:29","0-2571518","UNLIMITED-TRACK",38.55908,-124.08118
"1295","8/30/2016 17:59","0-2571518","UNLIMITED-TRACK",38.56217,-124.08401
"1299","8/30/2016 17:58","0-2571525","UNLIMITED-TRACK",38.56233,-124.08418
"1305","8/30/2016 17:30","0-2571518","UNLIMITED-TRACK",38.56493,-124.0876
"1309","8/30/2016 17:26","0-2571525","UNLIMITED-TRACK",38.56254,-124.08745
"1314","8/30/2016 17:01","0-2571518","UNLIMITED-TRACK",38.56778,-124.09196
"1316","8/30/2016 16:59","0-2571518","UNLIMITED-TRACK",38.56794,-124.09222
"1318","8/30/2016 16:58","0-2571525","UNLIMITED-TRACK",38.56799,-124.09232
"1324","8/30/2016 16:30","0-2571518","UNLIMITED-TRACK",38.57076,-124.09677
"1328","8/30/2016 16:27","0-2571525","UNLIMITED-TRACK",38.57114,-124.09729
"1333","8/30/2016 16:00","0-2571518","UNLIMITED-TRACK",38.57394,-124.10155
"1337","8/30/2016 15:57","0-2571525","UNLIMITED-TRACK",38.57436,-124.10218
"1340","8/30/2016 15:30","0-2571518","UNLIMITED-TRACK",38.57728,-124.10683
"1344","8/30/2016 15:27","0-2571525","UNLIMITED-TRACK",38.57741,-124.10699
"1349","8/30/2016 15:00","0-2571518","UNLIMITED-TRACK",38.5807,-124.11221
"1353","8/30/2016 14:58","0-2571525","UNLIMITED-TRACK",38.58099,-124.11266
"1358","8/30/2016 14:31","0-2571518","UNLIMITED-TRACK",38.58379,-124.11832
"1362","8/30/2016 14:28","0-2571525","UNLIMITED-TRACK",38.58397,-124.11903
"1366","8/30/2016 14:00","0-2571518","UNLIMITED-TRACK",38.58646,-124.12407
"1370","8/30/2016 13:58","0-2571525","UNLIMITED-TRACK",38.58665,-124.12453
"1374","8/30/2016 13:31","0-2571518","UNLIMITED-TRACK",38.58906,-124.12962
"1378","8/30/2016 13:27","0-2571525","UNLIMITED-TRACK",38.58945,-124.13055
"1382","8/30/2016 13:00","0-2571518","UNLIMITED-TRACK",38.59144,-124.13525
"1386","8/30/2016 12:59","0-2571525","UNLIMITED-TRACK",38.59151,-124.13548
"1390","8/30/2016 12:31","0-2571518","UNLIMITED-TRACK",38.59328,-124.1413
"1395","8/30/2016 12:27","0-2571525","UNLIMITED-TRACK",38.59354,-124.14218
"1400","8/30/2016 12:01","0-2571518","UNLIMITED-TRACK",38.59499,-124.14769
"1403","8/30/2016 11:57","0-2571525","UNLIMITED-TRACK",38.59513,-124.14845
"1407","8/30/2016 11:31","0-2571518","UNLIMITED-TRACK",38.59596,-124.15366
"1411","8/30/2016 11:29","0-2571525","UNLIMITED-TRACK",38.596,-124.15407
"1418","8/30/2016 11:01","0-2571518","UNLIMITED-TRACK",38.59612,-124.15991
"1420","8/30/2016 10:57","0-2571525","UNLIMITED-TRACK",38.59608,-124.16068
"1426","8/30/2016 10:32","0-2571518","UNLIMITED-TRACK",38.59496,-124.16621
"1430","8/30/2016 10:27","0-2571525","UNLIMITED-TRACK",38.59484,-124.16703
"1437","8/30/2016 10:01","0-2571518","UNLIMITED-TRACK",38.59328,-124.17357
"1439","8/30/2016 9:57","0-2571525","UNLIMITED-TRACK",38.59334,-124.17355
"1443","8/30/2016 9:32","0-2571518","UNLIMITED-TRACK",38.59119,-124.18048
"1447","8/30/2016 9:28","0-2571525","UNLIMITED-TRACK",38.59095,-124.18147
"1454","8/30/2016 9:01","0-2571518","UNLIMITED-TRACK",38.58894,-124.18729
"1455","8/30/2016 9:00","0-2571525","UNLIMITED-TRACK",38.5888,-124.18765
"1461","8/30/2016 8:33","0-2571518","UNLIMITED-TRACK",38.58652,-124.19273
"1465","8/30/2016 8:28","0-2571525","UNLIMITED-TRACK",38.58644,-124.19289
"1470","8/30/2016 8:02","0-2571518","UNLIMITED-TRACK",38.58382,-124.19838
"1473","8/30/2016 8:00","0-2571525","UNLIMITED-TRACK",38.58365,-124.19865
"1478","8/30/2016 7:32","0-2571518","UNLIMITED-TRACK",38.58147,-124.20297
"1481","8/30/2016 7:30","0-2571525","UNLIMITED-TRACK",38.58129,-124.20334
"1489","8/30/2016 7:02","0-2571518","UNLIMITED-TRACK",38.5794,-124.20683
"1490","8/30/2016 7:00","0-2571525","UNLIMITED-TRACK",38.57936,-124.20677
"1496","8/30/2016 6:33","0-2571518","UNLIMITED-TRACK",38.57758,-124.20988
"1499","8/30/2016 6:28","0-2571525","UNLIMITED-TRACK",38.57734,-124.21025
"1506","8/30/2016 6:02","0-2571518","UNLIMITED-TRACK",38.57623,-124.21216
"1508","8/30/2016 5:58","0-2571525","UNLIMITED-TRACK",38.57607,-124.21234
"1514","8/30/2016 5:33","0-2571518","UNLIMITED-TRACK",38.57534,-124.21391
"1517","8/30/2016 5:28","0-2571525","UNLIMITED-TRACK",38.57534,-124.21388
"1524","8/30/2016 5:02","0-2571518","UNLIMITED-TRACK",38.57543,-124.21593
"1527","8/30/2016 4:59","0-2571525","UNLIMITED-TRACK",38.5755,-124.21617
"1533","8/30/2016 4:33","0-2571518","UNLIMITED-TRACK",38.57671,-124.21834
"1536","8/30/2016 4:29","0-2571525","UNLIMITED-TRACK",38.57696,-124.21866
"1542","8/30/2016 4:02","0-2571518","UNLIMITED-TRACK",38.57898,-124.22116
"1544","8/30/2016 4:02","0-2571525","UNLIMITED-TRACK",38.57898,-124.22124
"1551","8/30/2016 3:33","0-2571518","UNLIMITED-TRACK",38.5813,-124.2242
"1554","8/30/2016 3:30","0-2571525","UNLIMITED-TRACK",38.58157,-124.22452
"1561","8/30/2016 3:02","0-2571518","UNLIMITED-TRACK",38.58388,-124.22757
"1562","8/30/2016 3:02","0-2571525","UNLIMITED-TRACK",38.58391,-124.22759
"1571","8/30/2016 2:33","0-2571518","UNLIMITED-TRACK",38.58658,-124.23111
"1580","8/30/2016 2:03","0-2571518","UNLIMITED-TRACK",38.58933,-124.23532
"1582","8/30/2016 2:00","0-2571525","UNLIMITED-TRACK",38.5896,-124.23576
"1589","8/30/2016 1:33","0-2571518","UNLIMITED-TRACK",38.59167,-124.23926
"1591","8/30/2016 1:30","0-2571525","UNLIMITED-TRACK",38.59186,-124.2397
"1598","8/30/2016 1:03","0-2571518","UNLIMITED-TRACK",38.59376,-124.24324
"1604","8/30/2016 0:34","0-2571518","UNLIMITED-TRACK",38.59567,-124.24791
"1606","8/30/2016 0:30","0-2571525","UNLIMITED-TRACK",38.59592,-124.24867
"1612","8/30/2016 0:03","0-2571518","UNLIMITED-TRACK",38.59746,-124.25343
"1620","8/29/2016 23:34","0-2571525","UNLIMITED-TRACK",38.59862,-124.25903
"1621","8/29/2016 23:34","0-2571518","UNLIMITED-TRACK",38.59872,-124.25912
"1630","8/29/2016 23:03","0-2571518","UNLIMITED-TRACK",38.59933,-124.26558
"1639","8/29/2016 22:34","0-2571518","UNLIMITED-TRACK",38.59932,-124.27159
"1641","8/29/2016 22:31","0-2571525","UNLIMITED-TRACK",38.59927,-124.27234
"1648","8/29/2016 22:04","0-2571518","UNLIMITED-TRACK",38.59865,-124.27823
"1651","8/29/2016 22:01","0-2571525","UNLIMITED-TRACK",38.59856,-124.27887
"1657","8/29/2016 21:34","0-2571518","UNLIMITED-TRACK",38.59782,-124.2841
"1660","8/29/2016 21:31","0-2571525","UNLIMITED-TRACK",38.59781,-124.28401
"1667","8/29/2016 21:04","0-2571518","UNLIMITED-TRACK",38.59645,-124.2899
