"","dateTime","spotID","readingType","lat","long","NA","NA"
"9615","9/15/2016 04:22","0-2573760","UNLIMITED-TRACK",36.99597,-128.64892,NA,""
"9627","9/15/2016 04:09","0-2572498","UNLIMITED-TRACK",36.99673,-128.64996,NA,""
"9642","9/15/2016 03:50","0-2573760","UNLIMITED-TRACK",36.9981,-128.65184,NA,""
"9654","9/15/2016 03:39","0-2572498","UNLIMITED-TRACK",36.99891,-128.65298,NA,""
"9670","9/15/2016 03:20","0-2573760","UNLIMITED-TRACK",36.9999,-128.65459,NA,""
"9682","9/15/2016 03:10","0-2572498","UNLIMITED-TRACK",37.00071,-128.65585,NA,""
"9697","9/15/2016 02:50","0-2573760","UNLIMITED-TRACK",37.00183,-128.65762,NA,""
"9709","9/15/2016 02:39","0-2572498","UNLIMITED-TRACK",37.00236,-128.65874,NA,""
"9734","9/15/2016 02:10","0-2572498","UNLIMITED-TRACK",37.00368,-128.66156,NA,""
"9750","9/15/2016 01:52","0-2573760","UNLIMITED-TRACK",37.00422,-128.66344,NA,""
"9762","9/15/2016 01:39","0-2572498","UNLIMITED-TRACK",37.0047,-128.6649,NA,""
"9777","9/15/2016 01:22","0-2573760","UNLIMITED-TRACK",37.00516,-128.66696,NA,""
"9790","9/15/2016 01:10","0-2572498","UNLIMITED-TRACK",37.00549,-128.66806,NA,""
"9805","9/15/2016 00:52","0-2573760","UNLIMITED-TRACK",37.00619,-128.66996,NA,""
"9818","9/15/2016 00:40","0-2572498","UNLIMITED-TRACK",37.00647,-128.67113,NA,""
"9844","9/15/2016 00:11","0-2572498","UNLIMITED-TRACK",37.00679,-128.67442,NA,""
"9871","9/14/2016 23:40","0-2572498","UNLIMITED-TRACK",37.00672,-128.67793,NA,""
"9897","9/14/2016 23:12","0-2572498","UNLIMITED-TRACK",37.00621,-128.6815,NA,""
"9912","9/14/2016 22:51","0-2573760","UNLIMITED-TRACK",37.00565,-128.68393,NA,""
"9925","9/14/2016 22:41","0-2572498","UNLIMITED-TRACK",37.00528,-128.68565,NA,""
"9939","9/14/2016 22:23","0-2573760","UNLIMITED-TRACK",37.00458,-128.6879,NA,""
"9952","9/14/2016 22:12","0-2572498","UNLIMITED-TRACK",37.00423,-128.68932,NA,""
"9969","9/14/2016 21:51","0-2573760","UNLIMITED-TRACK",37.00327,-128.69177,NA,""
"9981","9/14/2016 21:41","0-2572498","UNLIMITED-TRACK",37.00272,-128.69301,NA,""
"9997","9/14/2016 21:21","0-2573760","UNLIMITED-TRACK",37.00155,-128.69529,NA,""
"10008","9/14/2016 21:11","0-2572498","UNLIMITED-TRACK",37.00087,-128.69636,NA,""
"10023","9/14/2016 20:54","0-2573760","UNLIMITED-TRACK",36.99968,-128.69827,NA,""
"10037","9/14/2016 20:41","0-2572498","UNLIMITED-TRACK",36.99872,-128.69949,NA,""
"10050","9/14/2016 20:24","0-2573760","UNLIMITED-TRACK",36.99741,-128.70102,NA,""
"10063","9/14/2016 20:12","0-2572498","UNLIMITED-TRACK",36.99689,-128.70175,NA,""
"10078","9/14/2016 19:52","0-2573760","UNLIMITED-TRACK",36.99578,-128.70331,NA,""
"10091","9/14/2016 19:41","0-2572498","UNLIMITED-TRACK",36.99525,-128.70421,NA,""
"10103","9/14/2016 19:25","0-2573760","UNLIMITED-TRACK",36.99453,-128.70552,NA,""
"10118","9/14/2016 19:12","0-2572498","UNLIMITED-TRACK",36.99405,-128.70648,NA,""
"10133","9/14/2016 18:52","0-2573760","UNLIMITED-TRACK",36.99341,-128.70786,NA,""
"10145","9/14/2016 18:42","0-2572498","UNLIMITED-TRACK",36.99316,-128.70862,NA,""
"10160","9/14/2016 18:22","0-2573760","UNLIMITED-TRACK",36.99267,-128.70985,NA,""
"10171","9/14/2016 18:13","0-2572498","UNLIMITED-TRACK",36.99261,-128.71033,NA,""
"10190","9/14/2016 17:52","0-2573760","UNLIMITED-TRACK",36.99263,-128.71114,NA,""
"10201","9/14/2016 17:42","0-2572498","UNLIMITED-TRACK",36.99274,-128.71165,NA,""
"10216","9/14/2016 17:22","0-2573760","UNLIMITED-TRACK",36.99329,-128.71265,NA,""
"10227","9/14/2016 17:13","0-2572498","UNLIMITED-TRACK",36.99361,-128.71301,NA,""
"10241","9/14/2016 16:54","0-2573760","UNLIMITED-TRACK",36.99437,-128.71407,NA,""
"10254","9/14/2016 16:43","0-2572498","UNLIMITED-TRACK",36.99482,-128.71472,NA,""
"10269","9/14/2016 16:22","0-2573760","UNLIMITED-TRACK",36.99566,-128.71576,NA,""
"10280","9/14/2016 16:14","0-2572498","UNLIMITED-TRACK",36.99598,-128.71616,NA,""
"10296","9/14/2016 15:53","0-2573760","UNLIMITED-TRACK",36.99666,-128.7171,NA,""
"10309","9/14/2016 15:43","0-2572498","UNLIMITED-TRACK",36.99709,-128.71767,NA,""
"10323","9/14/2016 15:24","0-2573760","UNLIMITED-TRACK",36.99773,-128.71858,NA,""
"10334","9/14/2016 15:14","0-2572498","UNLIMITED-TRACK",36.99805,-128.71925,NA,""
"10352","9/14/2016 14:52","0-2573760","UNLIMITED-TRACK",36.99856,-128.72054,NA,""
"10363","9/14/2016 14:44","0-2572498","UNLIMITED-TRACK",36.99887,-128.72105,NA,""
"10380","9/14/2016 14:23","0-2573760","UNLIMITED-TRACK",36.99956,-128.72241,NA,""
"10390","9/14/2016 14:14","0-2572498","UNLIMITED-TRACK",36.99973,-128.72294,NA,""
"10405","9/14/2016 13:55","0-2573760","UNLIMITED-TRACK",37.00005,-128.72433,NA,""
"10432","9/14/2016 13:23","0-2573760","UNLIMITED-TRACK",37.00041,-128.7265,NA,""
"10444","9/14/2016 13:14","0-2572498","UNLIMITED-TRACK",37.0005,-128.72707,NA,""
"10461","9/14/2016 12:53","0-2573760","UNLIMITED-TRACK",37.00084,-128.7283,NA,""
"10471","9/14/2016 12:43","0-2572498","UNLIMITED-TRACK",37.00104,-128.72908,NA,""
"10485","9/14/2016 12:26","0-2573760","UNLIMITED-TRACK",37.00124,-128.73036,NA,""
"10498","9/14/2016 12:14","0-2572498","UNLIMITED-TRACK",37.00136,-128.73123,NA,""
"10514","9/14/2016 11:53","0-2573760","UNLIMITED-TRACK",37.00146,-128.73279,NA,""
"10524","9/14/2016 11:46","0-2572498","UNLIMITED-TRACK",37.00145,-128.73344,NA,""
"10541","9/14/2016 11:23","0-2573760","UNLIMITED-TRACK",37.00137,-128.73528,NA,""
"10552","9/14/2016 11:14","0-2572498","UNLIMITED-TRACK",37.00132,-128.7363,NA,""
"10567","9/14/2016 10:53","0-2573760","UNLIMITED-TRACK",37.00116,-128.73785,NA,""
