"","dateTime","spotID","readingType","lat","long","NA","NA"
"7115","9/17/2016 12:37","0-2574327","UNLIMITED-TRACK",45.36871,-129.07204,NA,""
"7118","9/17/2016 12:32","0-2574334","UNLIMITED-TRACK",45.36848,-129.07248,NA,""
"7135","9/17/2016 12:06","0-2574327","UNLIMITED-TRACK",45.36662,-129.07626,NA,""
"7137","9/17/2016 12:03","0-2574334","UNLIMITED-TRACK",45.36634,-129.07674,NA,""
"7153","9/17/2016 11:37","0-2574327","UNLIMITED-TRACK",45.36441,-129.08012,NA,""
"7170","9/17/2016 11:06","0-2574327","UNLIMITED-TRACK",45.3617,-129.08443,NA,""
"7189","9/17/2016 10:37","0-2574327","UNLIMITED-TRACK",45.35901,-129.08783,NA,""
"7206","9/17/2016 10:08","0-2574327","UNLIMITED-TRACK",45.35634,-129.09068,NA,""
"7224","9/17/2016 09:37","0-2574327","UNLIMITED-TRACK",45.35353,-129.09341,NA,""
"7243","9/17/2016 09:08","0-2574327","UNLIMITED-TRACK",45.35121,-129.09541,NA,""
"7246","9/17/2016 09:04","0-2574334","UNLIMITED-TRACK",45.35096,-129.09564,NA,""
"7263","9/17/2016 08:37","0-2574327","UNLIMITED-TRACK",45.34933,-129.09695,NA,""
"7264","9/17/2016 08:36","0-2574334","UNLIMITED-TRACK",45.34924,-129.09703,NA,""
"7283","9/17/2016 08:07","0-2574327","UNLIMITED-TRACK",45.34759,-129.09863,NA,""
"7284","9/17/2016 08:06","0-2574334","UNLIMITED-TRACK",45.34748,-129.09875,NA,""
"7300","9/17/2016 07:38","0-2574327","UNLIMITED-TRACK",45.34615,-129.10001,NA,""
"7303","9/17/2016 07:36","0-2574334","UNLIMITED-TRACK",45.34604,-129.10013,NA,""
"7319","9/17/2016 07:07","0-2574327","UNLIMITED-TRACK",45.3449,-129.10165,NA,""
"7320","9/17/2016 07:06","0-2574334","UNLIMITED-TRACK",45.34484,-129.10159,NA,""
"7335","9/17/2016 06:37","0-2574327","UNLIMITED-TRACK",45.34343,-129.10263,NA,""
"7338","9/17/2016 06:36","0-2574334","UNLIMITED-TRACK",45.34342,-129.10262,NA,""
"7352","9/17/2016 06:09","0-2574327","UNLIMITED-TRACK",45.34238,-129.10324,NA,""
"7372","9/17/2016 05:38","0-2574327","UNLIMITED-TRACK",45.34191,-129.10368,NA,""
